MatchID,MapNum,WinnerOrg,Score,MatchName
297256,155768,PRX,16-14,Playoffs: Semifinals
297256,155769,PRX,13-6,Playoffs: Semifinals
297256,all,PRX,2-0,Playoffs: Semifinals
297257,155771,GEN,14-12,Playoffs: Semifinals
297257,155772,GEN,13-8,Playoffs: Semifinals
297257,all,GEN,2-0,Playoffs: Semifinals
297258,155774,GEN,13-5,Playoffs: Grand Final
297258,155775,PRX,13-4,Playoffs: Grand Final
297258,155776,GEN,13-11,Playoffs: Grand Final
297258,155777,GEN,13-4,Playoffs: Grand Final
297258,all,GEN,3-1,Playoffs: Grand Final
297401,156072,TH,13-11,Group Stage: Opening (A)
297401,156073,TH,13-10,Group Stage: Opening (A)
297401,all,TH,2-0,Group Stage: Opening (A)
297402,156075,KC,13-11,Group Stage: Opening (A)
297402,156076,GX,13-10,Group Stage: Opening (A)
297402,156077,KC,13-4,Group Stage: Opening (A)
297402,all,KC,2-1,Group Stage: Opening (A)
297403,156078,TH,13-4,Group Stage: Winner's (A)
297403,156079,TH,13-4,Group Stage: Winner's (A)
297403,all,TH,2-0,Group Stage: Winner's (A)
297404,156081,FUT,13-6,Group Stage: Elimination (A)
297404,156082,GX,13-8,Group Stage: Elimination (A)
297404,156083,FUT,13-7,Group Stage: Elimination (A)
297404,all,FUT,2-1,Group Stage: Elimination (A)
297405,156084,KC,20-18,Group Stage: Decider (A)
297405,156085,FUT,13-4,Group Stage: Decider (A)
297405,156086,KC,13-7,Group Stage: Decider (A)
297405,all,KC,2-1,Group Stage: Decider (A)
297406,156087,BBL,13-8,Group Stage: Opening (B)
297406,156088,NAVI,13-6,Group Stage: Opening (B)
297406,156089,NAVI,13-6,Group Stage: Opening (B)
297406,all,NAVI,2-1,Group Stage: Opening (B)
297407,156090,TL,13-10,Group Stage: Opening (B)
297407,156091,TL,13-11,Group Stage: Opening (B)
297407,all,TL,2-0,Group Stage: Opening (B)
297408,156093,NAVI,13-7,Group Stage: Winner's (B)
297408,156094,NAVI,13-7,Group Stage: Winner's (B)
297408,all,NAVI,2-0,Group Stage: Winner's (B)
297409,156096,MKOI,13-5,Group Stage: Elimination (B)
297409,156097,MKOI,13-10,Group Stage: Elimination (B)
297409,all,MKOI,2-0,Group Stage: Elimination (B)
297410,156099,MKOI,13-11,Group Stage: Decider (B)
297410,156100,TL,14-12,Group Stage: Decider (B)
297410,156101,MKOI,13-10,Group Stage: Decider (B)
297410,all,MKOI,2-1,Group Stage: Decider (B)
297412,156102,VIT,13-10,Group Stage: Opening (C)
297412,156103,VIT,13-7,Group Stage: Opening (C)
297412,all,VIT,2-0,Group Stage: Opening (C)
297414,156108,FNC,14-12,Group Stage: Winner's (C)
297414,156109,FNC,13-5,Group Stage: Winner's (C)
297414,all,FNC,2-0,Group Stage: Winner's (C)
297416,156114,M8,13-4,Group Stage: Decider (C)
297416,156115,VIT,15-13,Group Stage: Decider (C)
297416,156116,VIT,13-3,Group Stage: Decider (C)
297416,all,VIT,2-1,Group Stage: Decider (C)
303086,160715,SEN,13-9,Playoffs: Grand Final
303086,160716,SEN,13-3,Playoffs: Grand Final
303086,160717,LOUD,13-11,Playoffs: Grand Final
303086,160724,LOUD,13-8,Playoffs: Grand Final
303086,160725,SEN,13-4,Playoffs: Grand Final
303086,all,SEN,3-2,Playoffs: Grand Final
303087,160718,EG,13-7,Playoffs: Semifinals
303087,160719,LOUD,13-7,Playoffs: Semifinals
303087,160720,LOUD,13-5,Playoffs: Semifinals
303087,all,LOUD,2-1,Playoffs: Semifinals
303088,160721,SEN,16-14,Playoffs: Semifinals
303088,160722,NRG,13-8,Playoffs: Semifinals
303088,160723,SEN,13-3,Playoffs: Semifinals
303088,all,SEN,2-1,Playoffs: Semifinals
303093,160735,TH,16-14,Playoffs: Semifinals
303093,160736,TH,13-4,Playoffs: Semifinals
303093,all,TH,2-0,Playoffs: Semifinals
303094,160738,KC,13-10,Playoffs: Semifinals
303094,160739,KC,13-8,Playoffs: Semifinals
303094,all,KC,2-0,Playoffs: Semifinals
303095,160741,TH,13-9,Playoffs: Grand Final
303095,160742,KC,13-7,Playoffs: Grand Final
303095,160743,KC,13-7,Playoffs: Grand Final
303095,160744,KC,13-5,Playoffs: Grand Final
303095,all,KC,3-1,Playoffs: Grand Final
307564,161388,KC,13-4,Play-In Stage: Play-ins
307564,161389,KC,13-7,Play-In Stage: Play-ins
307564,all,KC,2-0,Play-In Stage: Play-ins
307565,161391,VIT,13-9,Play-In Stage: Play-ins
307565,161392,VIT,13-6,Play-In Stage: Play-ins
307565,all,VIT,2-0,Play-In Stage: Play-ins
307567,161394,KC,13-8,Play-In Stage: Play-ins
307567,161395,KC,15-13,Play-In Stage: Play-ins
307567,all,KC,2-0,Play-In Stage: Play-ins
307572,161397,SEN,13-7,Play-Ins: Play-ins
307572,161398,SEN,13-6,Play-Ins: Play-ins
307572,all,SEN,2-0,Play-Ins: Play-ins
307573,161400,MIBR,13-9,Play-Ins: Play-ins
307573,161401,G2,15-13,Play-Ins: Play-ins
307573,161402,MIBR,13-10,Play-Ins: Play-ins
307573,all,MIBR,2-1,Play-Ins: Play-ins
307574,161403,SEN,13-8,Play-Ins: Play-ins
307574,161404,G2,13-9,Play-Ins: Play-ins
307574,161405,G2,13-9,Play-Ins: Play-ins
307574,all,G2,2-1,Play-Ins: Play-ins
312765,162326,KC,13-8,Swiss Stage: Round 1
312765,162327,KC,13-10,Swiss Stage: Round 1
312765,all,KC,2-0,Swiss Stage: Round 1
312766,162329,GEN,13-11,Swiss Stage: Round 1
312766,162330,LOUD,13-8,Swiss Stage: Round 1
312766,162331,GEN,13-5,Swiss Stage: Round 1
312766,all,GEN,2-1,Swiss Stage: Round 1
312767,162332,PRX,13-8,Swiss Stage: Round 1
312767,162333,EDG,13-9,Swiss Stage: Round 1
312767,162334,EDG,13-9,Swiss Stage: Round 1
312767,all,EDG,2-1,Swiss Stage: Round 1
312768,162335,SEN,13-9,Swiss Stage: Round 1
312768,162336,TH,13-5,Swiss Stage: Round 1
312768,162337,SEN,13-11,Swiss Stage: Round 1
312768,all,SEN,2-1,Swiss Stage: Round 1
312776,162338,SEN,13-4,Playoffs: Upper Semifinals
312776,162339,LOUD,14-12,Playoffs: Upper Semifinals
312776,162340,SEN,14-12,Playoffs: Upper Semifinals
312776,all,SEN,2-1,Playoffs: Upper Semifinals
312777,162341,GEN,13-8,Playoffs: Upper Semifinals
312777,162342,GEN,13-9,Playoffs: Upper Semifinals
312777,all,GEN,2-0,Playoffs: Upper Semifinals
312778,162344,GEN,13-5,Playoffs: Upper Final
312778,162345,SEN,13-7,Playoffs: Upper Final
312778,162346,GEN,13-3,Playoffs: Upper Final
312778,all,GEN,2-1,Playoffs: Upper Final
312779,162347,GEN,13-8,Playoffs: Grand Final
312779,162348,SEN,14-12,Playoffs: Grand Final
312779,162349,GEN,13-8,Playoffs: Grand Final
312779,162350,SEN,13-10,Playoffs: Grand Final
312779,162351,SEN,13-6,Playoffs: Grand Final
312779,all,SEN,3-2,Playoffs: Grand Final
312780,162352,PRX,13-11,Playoffs: Lower Round 1
312780,163448,PRX,13-8,Playoffs: Lower Round 1
312780,all,PRX,2-0,Playoffs: Lower Round 1
312781,162353,SEN,14-12,Playoffs: Lower Final
312781,162354,SEN,13-6,Playoffs: Lower Final
312781,162355,PRX,13-5,Playoffs: Lower Final
312781,162356,SEN,13-3,Playoffs: Lower Final
312781,all,SEN,3-1,Playoffs: Lower Final
312797,162358,EDG,13-8,Swiss Stage: Round 2
312797,162359,GEN,13-5,Swiss Stage: Round 2
312797,162360,GEN,13-6,Swiss Stage: Round 2
312797,all,GEN,2-1,Swiss Stage: Round 2
312798,162361,SEN,13-8,Swiss Stage: Round 2
312798,162362,SEN,13-11,Swiss Stage: Round 2
312798,all,SEN,2-0,Swiss Stage: Round 2
312799,162364,PRX,13-10,Swiss Stage: Round 2
312799,162365,TH,13-10,Swiss Stage: Round 2
312799,162366,PRX,13-7,Swiss Stage: Round 2
312799,all,PRX,2-1,Swiss Stage: Round 2
312800,162367,LOUD,13-5,Swiss Stage: Round 2
312800,162368,LOUD,13-11,Swiss Stage: Round 2
312800,all,LOUD,2-0,Swiss Stage: Round 2
312802,162370,PRX,13-10,Swiss Stage: Round 3
312802,162371,KC,13-6,Swiss Stage: Round 3
312802,162372,PRX,14-12,Swiss Stage: Round 3
312802,all,PRX,2-1,Swiss Stage: Round 3
312803,162373,LOUD,13-2,Swiss Stage: Round 3
312803,162374,LOUD,13-3,Swiss Stage: Round 3
312803,all,LOUD,2-0,Swiss Stage: Round 3
314301,163149,ZETA,13-1,Regular Season: Week 1
314301,163150,GE,13-10,Regular Season: Week 1
314301,163151,ZETA,13-8,Regular Season: Week 1
314301,all,ZETA,2-1,Regular Season: Week 1
314302,163152,KRX,13-8,Regular Season: Week 1
314302,163153,KRX,13-8,Regular Season: Week 1
314302,all,KRX,2-0,Regular Season: Week 1
314303,163155,BLD,13-9,Regular Season: Week 1
314303,163156,TLN,13-7,Regular Season: Week 1
314303,163157,TLN,13-6,Regular Season: Week 1
314303,all,TLN,2-1,Regular Season: Week 1
314304,163158,PRX,13-10,Regular Season: Week 1
314304,163159,PRX,14-12,Regular Season: Week 1
314304,all,PRX,2-0,Regular Season: Week 1
314305,163161,RRQ,13-10,Regular Season: Week 1
314305,163162,TS,13-6,Regular Season: Week 1
314305,163163,RRQ,14-12,Regular Season: Week 1
314305,all,RRQ,2-1,Regular Season: Week 1
314306,163164,KRX,13-8,Regular Season: Week 1
314306,163165,KRX,13-6,Regular Season: Week 1
314306,all,KRX,2-0,Regular Season: Week 1
314307,163167,GEN,13-9,Regular Season: Week 1
314307,163168,GEN,13-8,Regular Season: Week 1
314307,all,GEN,2-0,Regular Season: Week 1
314308,163170,DFM,13-10,Regular Season: Week 1
314308,163171,T1,13-5,Regular Season: Week 1
314308,163172,DFM,13-11,Regular Season: Week 1
314308,all,DFM,2-1,Regular Season: Week 1
314309,163173,GEN,13-11,Regular Season: Week 2
314309,163174,PRX,13-11,Regular Season: Week 2
314309,163175,PRX,13-6,Regular Season: Week 2
314309,all,PRX,2-1,Regular Season: Week 2
314310,163176,T1,13-9,Regular Season: Week 2
314310,163177,KRX,13-5,Regular Season: Week 2
314310,163178,KRX,13-6,Regular Season: Week 2
314310,all,KRX,2-1,Regular Season: Week 2
314311,163179,TS,13-8,Regular Season: Week 2
314311,163180,ZETA,13-6,Regular Season: Week 2
314311,163181,TS,13-7,Regular Season: Week 2
314311,all,TS,2-1,Regular Season: Week 2
314312,163182,RRQ,13-2,Regular Season: Week 2
314312,163183,RRQ,13-5,Regular Season: Week 2
314312,all,RRQ,2-0,Regular Season: Week 2
314313,163185,GEN,13-8,Regular Season: Week 2
314313,163186,GEN,13-7,Regular Season: Week 2
314313,all,GEN,2-0,Regular Season: Week 2
314314,163188,GE,13-4,Regular Season: Week 2
314314,163189,TLN,14-12,Regular Season: Week 2
314314,163190,TLN,13-6,Regular Season: Week 2
314314,all,TLN,2-1,Regular Season: Week 2
314315,163191,T1,13-6,Regular Season: Week 2
314315,163192,T1,13-8,Regular Season: Week 2
314315,all,T1,2-0,Regular Season: Week 2
314316,163194,ZETA,13-9,Regular Season: Week 2
314316,163195,BLD,13-9,Regular Season: Week 2
314316,163196,ZETA,13-8,Regular Season: Week 2
314316,all,ZETA,2-1,Regular Season: Week 2
314317,163197,KRX,13-10,Regular Season: Week 3
314317,163198,GEN,13-9,Regular Season: Week 3
314317,163199,KRX,13-7,Regular Season: Week 3
314317,all,KRX,2-1,Regular Season: Week 3
314318,163200,DFM,13-9,Regular Season: Week 3
314318,163201,BLD,13-7,Regular Season: Week 3
314318,163202,BLD,13-4,Regular Season: Week 3
314318,all,BLD,2-1,Regular Season: Week 3
314319,163203,GE,13-10,Regular Season: Week 3
314319,163204,GE,13-4,Regular Season: Week 3
314319,all,GE,2-0,Regular Season: Week 3
314320,163206,TS,13-9,Regular Season: Week 3
314320,163207,TS,13-8,Regular Season: Week 3
314320,all,TS,2-0,Regular Season: Week 3
314321,163209,TLN,13-11,Regular Season: Week 3
314321,163210,TLN,13-10,Regular Season: Week 3
314321,all,TLN,2-0,Regular Season: Week 3
314322,163212,GEN,13-8,Regular Season: Week 3
314322,163213,GEN,14-12,Regular Season: Week 3
314322,all,GEN,2-0,Regular Season: Week 3
314323,163215,TS,13-4,Regular Season: Week 3
314323,163216,DFM,13-9,Regular Season: Week 3
314323,163217,TS,13-2,Regular Season: Week 3
314323,all,TS,2-1,Regular Season: Week 3
314324,163218,PRX,13-4,Regular Season: Week 3
314324,163219,PRX,13-7,Regular Season: Week 3
314324,all,PRX,2-0,Regular Season: Week 3
314325,163221,PRX,13-5,Regular Season: Week 4
314325,163222,PRX,13-6,Regular Season: Week 4
314325,all,PRX,2-0,Regular Season: Week 4
314326,163224,DFM,13-10,Regular Season: Week 4
314326,163225,GE,13-5,Regular Season: Week 4
314326,163226,GE,13-11,Regular Season: Week 4
314326,all,GE,2-1,Regular Season: Week 4
314327,163227,ZETA,13-11,Regular Season: Week 4
314327,163228,T1,13-9,Regular Season: Week 4
314327,163229,T1,13-10,Regular Season: Week 4
314327,all,T1,2-1,Regular Season: Week 4
314328,163230,TS,13-11,Regular Season: Week 4
314328,163231,TLN,13-11,Regular Season: Week 4
314328,163232,TLN,13-10,Regular Season: Week 4
314328,all,TLN,2-1,Regular Season: Week 4
314329,163233,KRX,13-9,Regular Season: Week 4
314329,163234,KRX,13-4,Regular Season: Week 4
314329,all,KRX,2-0,Regular Season: Week 4
314330,163236,GEN,13-3,Regular Season: Week 4
314330,163237,RRQ,13-11,Regular Season: Week 4
314330,163238,RRQ,13-10,Regular Season: Week 4
314330,all,RRQ,2-1,Regular Season: Week 4
314340,163239,KRX,13-0,Regular Season: Week 1
314340,163240,ZETA,13-11,Regular Season: Week 1
314340,163241,KRX,13-4,Regular Season: Week 1
314340,all,KRX,2-1,Regular Season: Week 1
314341,163242,BLD,13-10,Regular Season: Week 1
314341,163243,TS,13-8,Regular Season: Week 1
314341,163244,TS,13-8,Regular Season: Week 1
314341,all,TS,2-1,Regular Season: Week 1
314342,163245,GEN,15-13,Regular Season: Week 1
314342,163246,T1,13-5,Regular Season: Week 1
314342,163247,GEN,13-9,Regular Season: Week 1
314342,all,GEN,2-1,Regular Season: Week 1
314343,163248,PRX,13-4,Regular Season: Week 1
314343,163249,PRX,13-7,Regular Season: Week 1
314343,all,PRX,2-0,Regular Season: Week 1
314344,163251,RRQ,15-13,Regular Season: Week 1
314344,163252,RRQ,13-9,Regular Season: Week 1
314344,all,RRQ,2-0,Regular Season: Week 1
314345,163254,TS,13-8,Regular Season: Week 1
314345,163255,TS,13-10,Regular Season: Week 1
314345,all,TS,2-0,Regular Season: Week 1
314346,163257,TLN,15-13,Regular Season: Week 2
314346,163258,RRQ,13-10,Regular Season: Week 2
314346,163259,TLN,13-10,Regular Season: Week 2
314346,all,TLN,2-1,Regular Season: Week 2
314347,163260,PRX,13-4,Regular Season: Week 2
314347,163261,KRX,13-8,Regular Season: Week 2
314347,163262,PRX,13-5,Regular Season: Week 2
314347,all,PRX,2-1,Regular Season: Week 2
314348,163263,GE,13-6,Regular Season: Week 2
314348,163264,GE,13-6,Regular Season: Week 2
314348,all,GE,2-0,Regular Season: Week 2
314349,163266,ZETA,13-7,Regular Season: Week 2
314349,163267,DFM,13-9,Regular Season: Week 2
314349,163268,DFM,13-10,Regular Season: Week 2
314349,all,DFM,2-1,Regular Season: Week 2
314350,163269,RRQ,14-12,Regular Season: Week 2
314350,163270,RRQ,14-12,Regular Season: Week 2
314350,all,RRQ,2-0,Regular Season: Week 2
314351,163272,T1,13-10,Regular Season: Week 2
314351,163273,TS,13-6,Regular Season: Week 2
314351,163274,TS,14-12,Regular Season: Week 2
314351,all,TS,2-1,Regular Season: Week 2
314352,163275,TLN,13-7,Regular Season: Week 3
314352,163276,TLN,13-10,Regular Season: Week 3
314352,all,TLN,2-0,Regular Season: Week 3
314353,163278,RRQ,13-8,Regular Season: Week 3
314353,163279,RRQ,13-10,Regular Season: Week 3
314353,all,RRQ,2-0,Regular Season: Week 3
314354,163281,GE,13-10,Regular Season: Week 3
314354,163282,T1,13-8,Regular Season: Week 3
314354,163283,T1,13-8,Regular Season: Week 3
314354,all,T1,2-1,Regular Season: Week 3
314355,163284,GEN,13-6,Regular Season: Week 3
314355,163285,BLD,13-10,Regular Season: Week 3
314355,163286,GEN,13-11,Regular Season: Week 3
314355,all,GEN,2-1,Regular Season: Week 3
314356,163287,PRX,13-4,Regular Season: Week 3
314356,163288,PRX,13-8,Regular Season: Week 3
314356,all,PRX,2-0,Regular Season: Week 3
314357,163290,TLN,13-11,Regular Season: Week 3
314357,163291,KRX,13-10,Regular Season: Week 3
314357,163292,KRX,13-5,Regular Season: Week 3
314357,all,KRX,2-1,Regular Season: Week 3
314358,163293,PRX,13-7,Regular Season: Week 4
314358,163294,RRQ,13-7,Regular Season: Week 4
314358,163295,PRX,13-10,Regular Season: Week 4
314358,all,PRX,2-1,Regular Season: Week 4
314359,163296,GEN,13-1,Regular Season: Week 4
314359,163297,GEN,13-6,Regular Season: Week 4
314359,all,GEN,2-0,Regular Season: Week 4
314360,163299,KRX,13-7,Regular Season: Week 4
314360,163300,DFM,13-6,Regular Season: Week 4
314360,178343,KRX,13-2,Regular Season: Week 4
314360,all,KRX,2-1,Regular Season: Week 4
314361,163302,ZETA,13-6,Regular Season: Week 4
314361,163303,TLN,13-8,Regular Season: Week 4
314361,163304,ZETA,13-8,Regular Season: Week 4
314361,all,ZETA,2-1,Regular Season: Week 4
314362,163305,TS,13-6,Regular Season: Week 4
314362,163306,GEN,13-7,Regular Season: Week 4
314362,163307,TS,14-12,Regular Season: Week 4
314362,all,TS,2-1,Regular Season: Week 4
314363,163308,ZETA,13-9,Regular Season: Week 4
314363,163309,PRX,13-8,Regular Season: Week 4
314363,163310,PRX,13-4,Regular Season: Week 4
314363,all,PRX,2-1,Regular Season: Week 4
314364,163311,T1,13-11,Regular Season: Week 4
314364,163312,BLD,13-9,Regular Season: Week 4
314364,163313,T1,13-8,Regular Season: Week 4
314364,all,T1,2-1,Regular Season: Week 4
314622,163351,LEV,13-7,Regular Season: Week 1
314622,163352,C9,13-7,Regular Season: Week 1
314622,163353,C9,18-16,Regular Season: Week 1
314622,all,C9,2-1,Regular Season: Week 1
314623,163354,NRG,13-10,Regular Season: Week 1
314623,163355,NRG,13-2,Regular Season: Week 1
314623,all,NRG,2-0,Regular Season: Week 1
314624,163357,G2,13-8,Regular Season: Week 1
314624,163358,G2,13-3,Regular Season: Week 1
314624,all,G2,2-0,Regular Season: Week 1
314625,163360,SEN,13-10,Regular Season: Week 1
314625,163361,SEN,13-6,Regular Season: Week 1
314625,all,SEN,2-0,Regular Season: Week 1
314626,163363,KRÜ,13-7,Regular Season: Week 1
314626,163364,FUR,13-11,Regular Season: Week 1
314626,163365,KRÜ,13-7,Regular Season: Week 1
314626,all,KRÜ,2-1,Regular Season: Week 1
314628,163366,100T,13-9,Regular Season: Week 2
314628,163367,100T,13-8,Regular Season: Week 2
314628,all,100T,2-0,Regular Season: Week 2
314629,163369,LEV,19-17,Regular Season: Week 2
314629,163370,LEV,13-11,Regular Season: Week 2
314629,all,LEV,2-0,Regular Season: Week 2
314630,163372,KRÜ,13-6,Regular Season: Week 2
314630,163373,KRÜ,13-8,Regular Season: Week 2
314630,all,KRÜ,2-0,Regular Season: Week 2
314631,163375,NRG,13-2,Regular Season: Week 2
314631,163376,NRG,13-8,Regular Season: Week 2
314631,all,NRG,2-0,Regular Season: Week 2
314632,163378,EG,13-9,Regular Season: Week 2
314632,163379,C9,13-8,Regular Season: Week 2
314632,163380,C9,13-4,Regular Season: Week 2
314632,all,C9,2-1,Regular Season: Week 2
314634,163381,SEN,13-3,Regular Season: Week 3
314634,163382,SEN,13-7,Regular Season: Week 3
314634,all,SEN,2-0,Regular Season: Week 3
314635,163384,LOUD,13-11,Regular Season: Week 3
314635,163385,C9,13-4,Regular Season: Week 3
314635,163386,C9,13-9,Regular Season: Week 3
314635,all,C9,2-1,Regular Season: Week 3
314636,163387,KRÜ,13-5,Regular Season: Week 3
314636,163388,KRÜ,13-9,Regular Season: Week 3
314636,all,KRÜ,2-0,Regular Season: Week 3
314637,163390,LEV,13-4,Regular Season: Week 3
314637,163391,LEV,13-4,Regular Season: Week 3
314637,all,LEV,2-0,Regular Season: Week 3
314638,163393,G2,13-3,Regular Season: Week 3
314638,163394,G2,13-3,Regular Season: Week 3
314638,all,G2,2-0,Regular Season: Week 3
314639,163396,100T,13-7,Regular Season: Week 3
314639,163397,100T,13-6,Regular Season: Week 3
314639,all,100T,2-0,Regular Season: Week 3
314640,163399,SEN,13-10,Regular Season: Week 3
314640,163400,EG,13-11,Regular Season: Week 3
314640,163401,EG,13-10,Regular Season: Week 3
314640,all,EG,2-1,Regular Season: Week 3
314641,163402,NRG,13-9,Regular Season: Week 3
314641,163403,NRG,13-3,Regular Season: Week 3
314641,all,NRG,2-0,Regular Season: Week 3
314642,163405,LEV,13-6,Regular Season: Week 3
314642,163406,G2,13-8,Regular Season: Week 3
314642,163407,LEV,13-9,Regular Season: Week 3
314642,all,LEV,2-1,Regular Season: Week 3
314643,163408,KRÜ,13-8,Regular Season: Week 3
314643,163409,KRÜ,13-8,Regular Season: Week 3
314643,all,KRÜ,2-0,Regular Season: Week 3
314644,163411,G2,13-9,Regular Season: Week 4
314644,163412,G2,13-3,Regular Season: Week 4
314644,all,G2,2-0,Regular Season: Week 4
314645,163414,LOUD,13-7,Regular Season: Week 4
314645,163415,LOUD,13-8,Regular Season: Week 4
314645,all,LOUD,2-0,Regular Season: Week 4
314646,163417,FUR,13-2,Regular Season: Week 4
314646,163418,C9,13-3,Regular Season: Week 4
314646,163419,C9,13-8,Regular Season: Week 4
314646,all,C9,2-1,Regular Season: Week 4
314647,163420,EG,13-6,Regular Season: Week 4
314647,163421,NRG,16-14,Regular Season: Week 4
314647,163422,EG,13-11,Regular Season: Week 4
314647,all,EG,2-1,Regular Season: Week 4
314648,163423,KRÜ,13-7,Regular Season: Week 4
314648,163424,100T,13-11,Regular Season: Week 4
314648,163425,KRÜ,13-8,Regular Season: Week 4
314648,all,KRÜ,2-1,Regular Season: Week 4
314650,163426,SEN,13-5,Regular Season: Week 5
314650,163427,SEN,13-9,Regular Season: Week 5
314650,all,SEN,2-0,Regular Season: Week 5
314651,163429,100T,13-8,Regular Season: Week 5
314651,163430,100T,13-7,Regular Season: Week 5
314651,all,100T,2-0,Regular Season: Week 5
314652,163432,LEV,13-4,Regular Season: Week 5
314652,163433,KRÜ,14-12,Regular Season: Week 5
314652,163434,LEV,13-10,Regular Season: Week 5
314652,all,LEV,2-1,Regular Season: Week 5
314653,163435,C9,14-12,Regular Season: Week 5
314653,163436,C9,13-9,Regular Season: Week 5
314653,all,C9,2-0,Regular Season: Week 5
314654,163438,LOUD,13-11,Regular Season: Week 5
314654,163439,LOUD,13-4,Regular Season: Week 5
314654,all,LOUD,2-0,Regular Season: Week 5
318911,164091,KC,13-4,Regular Season: Week 1
318911,164092,KC,13-9,Regular Season: Week 1
318911,all,KC,2-0,Regular Season: Week 1
318913,164094,TL,13-9,Regular Season: Week 1
318913,164095,TL,13-7,Regular Season: Week 1
318913,all,TL,2-0,Regular Season: Week 1
318914,164097,NAVI,13-9,Regular Season: Week 1
318914,164098,NAVI,13-4,Regular Season: Week 1
318914,all,NAVI,2-0,Regular Season: Week 1
318915,164100,TH,13-4,Regular Season: Week 1
318915,164101,TH,17-15,Regular Season: Week 1
318915,all,TH,2-0,Regular Season: Week 1
318916,164103,FUT,13-5,Regular Season: Week 1
318916,164104,FUT,13-8,Regular Season: Week 1
318916,all,FUT,2-0,Regular Season: Week 1
318917,164106,M8,13-7,Regular Season: Week 1
318917,164107,M8,13-11,Regular Season: Week 1
318917,all,M8,2-0,Regular Season: Week 1
318918,164109,KC,13-11,Regular Season: Week 2
318918,164110,FUT,13-8,Regular Season: Week 2
318918,164111,FUT,13-7,Regular Season: Week 2
318918,all,FUT,2-1,Regular Season: Week 2
318919,164112,VIT,13-9,Regular Season: Week 2
318919,164113,TH,13-11,Regular Season: Week 2
318919,164114,VIT,13-9,Regular Season: Week 2
318919,all,VIT,2-1,Regular Season: Week 2
318920,164115,TL,13-10,Regular Season: Week 2
318920,164116,NAVI,13-11,Regular Season: Week 2
318920,164117,NAVI,13-5,Regular Season: Week 2
318920,all,NAVI,2-1,Regular Season: Week 2
318921,164118,BBL,13-4,Regular Season: Week 2
318921,164119,BBL,13-3,Regular Season: Week 2
318921,all,BBL,2-0,Regular Season: Week 2
318922,164121,FNC,13-5,Regular Season: Week 2
318922,164122,GX,13-5,Regular Season: Week 2
318922,164123,FNC,13-7,Regular Season: Week 2
318922,all,FNC,2-1,Regular Season: Week 2
318923,164124,KC,13-6,Regular Season: Week 2
318923,164125,KC,13-6,Regular Season: Week 2
318923,all,KC,2-0,Regular Season: Week 2
318924,164127,FNC,13-6,Regular Season: Week 3
318924,164128,FNC,13-4,Regular Season: Week 3
318924,all,FNC,2-0,Regular Season: Week 3
318925,164130,KC,13-7,Regular Season: Week 3
318925,164131,NAVI,13-7,Regular Season: Week 3
318925,164132,NAVI,13-6,Regular Season: Week 3
318925,all,NAVI,2-1,Regular Season: Week 3
318926,164133,BBL,13-7,Regular Season: Week 3
318926,164134,BBL,13-10,Regular Season: Week 3
318926,all,BBL,2-0,Regular Season: Week 3
318927,164136,FUT,13-7,Regular Season: Week 3
318927,164137,VIT,13-9,Regular Season: Week 3
318927,164138,VIT,13-9,Regular Season: Week 3
318927,all,VIT,2-1,Regular Season: Week 3
318928,164139,GX,16-14,Regular Season: Week 3
318928,164140,TL,13-7,Regular Season: Week 3
318928,164141,TL,13-11,Regular Season: Week 3
318928,all,TL,2-1,Regular Season: Week 3
318929,164142,FNC,13-11,Regular Season: Week 3
318929,164143,FNC,13-4,Regular Season: Week 3
318929,all,FNC,2-0,Regular Season: Week 3
318930,164145,TH,13-2,Regular Season: Week 4
318930,164146,TH,13-7,Regular Season: Week 4
318930,all,TH,2-0,Regular Season: Week 4
318931,164148,M8,13-5,Regular Season: Week 4
318931,164149,M8,13-5,Regular Season: Week 4
318931,all,M8,2-0,Regular Season: Week 4
318932,164151,FUT,13-7,Regular Season: Week 4
318932,164152,FUT,15-13,Regular Season: Week 4
318932,all,FUT,2-0,Regular Season: Week 4
318933,164154,NAVI,13-8,Regular Season: Week 4
318933,164155,BBL,13-8,Regular Season: Week 4
318933,164156,BBL,13-9,Regular Season: Week 4
318933,all,BBL,2-1,Regular Season: Week 4
318934,164157,GX,16-14,Regular Season: Week 4
318934,164158,VIT,13-7,Regular Season: Week 4
318934,164159,VIT,13-6,Regular Season: Week 4
318934,all,VIT,2-1,Regular Season: Week 4
318935,164160,KC,13-7,Regular Season: Week 4
318935,164161,MKOI,13-7,Regular Season: Week 4
318935,164162,KC,15-13,Regular Season: Week 4
318935,all,KC,2-1,Regular Season: Week 4
318936,164163,GX,13-6,Regular Season: Week 5
318936,164164,GX,13-11,Regular Season: Week 5
318936,all,GX,2-0,Regular Season: Week 5
318937,164166,TH,14-12,Regular Season: Week 5
318937,164167,KC,13-5,Regular Season: Week 5
318937,164168,TH,13-9,Regular Season: Week 5
318937,all,TH,2-1,Regular Season: Week 5
318938,164169,MKOI,13-5,Regular Season: Week 5
318938,164170,VIT,13-7,Regular Season: Week 5
318938,164171,MKOI,13-4,Regular Season: Week 5
318938,all,MKOI,2-1,Regular Season: Week 5
318939,164172,FNC,13-6,Regular Season: Week 5
318939,164173,NAVI,13-8,Regular Season: Week 5
318939,164174,NAVI,13-3,Regular Season: Week 5
